Title,Texte de l'article,Date mise à jour
"Charlotte, a stingray with no male companion, is pregnant in her mountain aquarium","Charlotte, a rust-colored stingray the size of a serving platter, has spent much of her life gliding around the confines of a storefront aquarium in North Carolina’s Appalachian Mountains.
She’s 2,300 miles (3,700 kilometers) from her natural habitat under the waves off southern California. And she hasn’t shared a tank of water with a male of her species in at least eight years.
And yet nature has found a way, the aquarium’s owner said: The stingray is pregnant with as many as four pups and could give birth in the next two weeks.","Updated 12:59 AM GMT+1, February 15, 2024"
"In this centuries-old English pancake race, ‘you just have to go flat out’","OLNEY, England (AP) — Women in matching checkered aprons, headscarves and a rainbow of running shoes limbered up Tuesday as they prepared for the centuries-old pancake race in this English country town.
They rolled their shoulders in unison, raised up on their toes and did squats before stepping to the starting line — frying pans in hand.
At the word “Go” they sprinted through the streets, trying not to drop their pancakes as they roughly traced the path taken by a harried housewife in 1445, who legend has it heard the church bells signaling the Shrove Tuesday service and raced off with her skillet.","Updated 11:13 AM GMT+1, February 14, 2024"
"Rock, paper or scissors? US striker wins pre-penalty contest before scoring in English league game","COVENTRY, England (AP) — Before outwitting the goalkeeper, United States striker Haji Wright tricked his own teammate.
Wright, who plays for Coventry City in England’s second-tier Championship, took part in an impromptu on-field game of rock, paper, scissors with teammate Callum O’Hare to determine who took a penalty in the team’s match against Millwall.
Wright won it and converted the spot kick by sending the goalkeeper the wrong way, setting Coventry on course for a 2-1 victory on Sunday.","Updated 11:47 AM GMT+1, February 12, 2024"
An airport security dog sniffed out something really unusual in a passenger’s luggage,"BOSTON (AP) — A U.S. Customs and Border Protection dog sniffed out something unusual in luggage from a traveler returning from Africa — mummified monkeys.
The passenger returning from a visit to the Democratic Republic of Congo reported that the luggage contained dried fish, but an inspection at Boston Logan Airport revealed dead and dehydrated bodies of four monkeys, agents said. The traveler said he brought the monkeys into the U.S. for his own consumption, Ryan Bissette, a CPB spokesperson, said Sunday.
Raw or minimally processed meat from wild animals, sometimes referred to as “bushmeat,” is banned in the U.S. because of the threat of disease.","Updated 7:39 PM GMT+1, February 11, 2024"
An Oklahoma judge who sent more than 500 texts during a murder trial resigns,"OKLAHOMA CITY (AP) — An Oklahoma judge agreed to step down Friday after she was caught sending hundreds of texts from the bench while overseeing a murder trial in the killing of a 2-year-old boy, including messages that mocked prosecutors and were sprinkled with emojis.
District Judge Traci Soderstrom also agreed to not seek judicial office again in Oklahoma under a proposed settlement agreement filed with the Oklahoma Court on the Judiciary. She had faced removal from the bench over accusations that included gross neglect of duty, oppression in office, lack of proper temperament and failure to supervise her office.
Soderstrom had been scheduled to go on trial in a special court starting Monday.","Updated 6:45 PM GMT+1, February 9, 2024"
"Caught at border with pythons in his pants, New York City man fined and sentenced to probation","TAMPA, Fla. (AP) — A wayward kangaroo was corralled safely by sheriff’s deputies Thursday after it was spotted hopping around the pool area of a Florida apartment complex.
The Hillsborough County Sheriff’s Office released video and still photos of the kangaroo, including some footage shot from a helicopter. The agency also released audio of a female resident of the complex calling in to report it.
“I actually see a kangaroo. It’s kind of a large kangaroo,” the unidentified woman says. “We got him closed in the pool gate area.”","Updated 2:54 AM GMT+1, February 9, 2024"
Motorist in England calls police to report he’s too drunk to drive,"BELLEVUE, Wash. (AP) — An inert rocket of the type used to carry a nuclear warhead has been found in the garage of a home of a deceased resident in Washington state, police said.
Bellevue police responded Thursday to a report of a military-grade rocket in the garage of a home in the city across Lake Washington from Seattle. Police said an Air Force museum in Dayton, Ohio, had called Wednesday evening to report an offer to donate the item, which a neighbor said had been purchased at an estate sale.
Bomb squad members inspected the rusting object and found it was a Douglas AIR-2 Genie (previous designation MB-1), an unguided air-to-air rocket that is designed to carry a 1.5 kt W25 nuclear warhead. There was no warhead attached and there was no rocket fuel — “essentially meaning that the item was an artifact with no explosive hazard.”","Updated 7:24 PM GMT+1, February 3, 2024"
Hiker kills coyote with his bare hands after attack; tests confirm the animal had rabies,"COPENHAGEN, Denmark (AP) — Not all heroes wear capes. Some don’t wear anything at all.
With only towels around their waists, patrons aboard a floating sauna in a Norwegian fjord rescued two people whose car had plunged into the water.
The car appeared to have driven off the quay on Thursday at the Akershusstranda, an area where ships dock at the foot of the Norwegian capital Oslo’s picturesque medieval fortress and castle.","Updated 2:37 PM GMT+1, February 2, 2024"
Sheriff’s deputies corral wayward kangaroo near pool at Florida apartment complex,"PUNXSUTAWNEY, Pa. (AP) — Punxsutawney Phil predicted an early spring on an overcast Friday morning at Gobbler’s Knob in Pennsylvania, the scene of the largest and best-known Groundhog Day celebration in the United States.
The annual event is a tongue-in-cheek ritual in which Phil’s handlers, members of a club with roots in the late 19th century, reveal whether the groundhog has seen his shadow.
Just after sunrise Friday, the Punxsutawney Groundhog Club announced Phil did not see his shadow, which will usher in early springlike weather. The groundhog seeing his shadow presages six more weeks of winter, according to the group.","Updated 5:32 PM GMT+1, February 2, 2024"
This is what happened when a Cold War-era missile was found in the garage of someone’s home,"BRISBANE, Australia (AP) — Australian police came to the aid of a 3-year-old boy after he became trapped inside a claw machine at a suburban shopping mall.
Video of the unusual rescue Saturday was shared on social media by Queensland Police on Thursday. It showed the toddler sitting inside the glass-walled box filled with plush toys, blissfully unaware of his predicament.
The boy’s father, Timothy Hopper, said his son had disappeared into the claw machine’s prize dispenser and inside it in a “split second.”","Updated 6:24 AM GMT+1, February 2, 2024"
